Multiband_period,GP_DRW_tau_r,GP_DRW_sigma_g,GP_DRW_tau_g,Amplitude_r,IAR_phi_r,Amplitude_g,Autocor_length_g,Gskew_g,Meanvariance_g,PercentAmplitude_g,Q31_g,Std_g,ExcessVar_g,SF_ML_amplitude_g,SF_ML_gamma_g,IAR_phi_g,classALeRCE
15.78072997046736,4.808990610438136,0.2459560006096622,5.2518727313750375,0.5769682500000002,0.8217006604929274,0.7488330000000003,2.0,0.5718779999999981,0.0339384931823532,0.0762121807723048,1.0058109999999996,0.5244652640458024,0.0011486174479107,0.6757909857942896,-0.0355068758961206,0.8204545804947242,CEP
11.92718023072402,2.248160121822908,0.1261359824816705,2.937845283115125,0.3628857499999984,0.6720169177370331,0.5568079999999993,1.0,0.156254999999998,0.0261670894565284,0.0478383499600003,0.6706265000000009,0.3735291482893567,0.0006829744992186,0.5109568201581193,0.0113410193467098,0.733102630920511,CEP
30.995104251726445,6.378780139241704,0.1326099815351985,10.61289765005862,0.4521175000000008,0.8561907799714917,0.645168,3.0,0.2296125000000017,0.0270250953154096,0.0606665117080178,0.7435157500000003,0.4071505689460993,0.0007288632094619,0.5507707902927597,-0.0313677803915947,0.9271284626413816,CEP
1.849328360849505,0.5787375500321424,0.1405414923881524,0.0703372776444559,0.4147224999999999,0.1875893993416777,0.5698412500000014,1.0,-0.5043669999999949,0.0220260839493019,0.0492840957908887,0.6867097500000021,0.3765439234550317,0.0004810342199571,0.5014144252376589,-0.016519969424242,3.7247861105991273e-13,CEP
1.2872628526672707,2.205628820175516,0.2314329771950699,0.3757454377826421,0.6111725000000003,0.6412738080243836,0.7390459999999983,1.0,-1.0839690000000033,0.0256222087726308,0.0680115751114594,0.3829812500000038,0.4835274125058522,0.0006240281238965,0.6292379631569099,-0.033390484958783,0.0861869743117483,CEP
1.1780753430467414,0.2094510504709581,0.0424042113188257,0.0681927447952231,0.20409275,0.0294168184928299,0.3040917499999995,1.0,0.0678610000000006,0.0152457785974536,0.0266813719302502,0.3951899999999995,0.206457875625955,0.0002312551489609,0.3745679999886325,0.1402941658164364,3.4003370179138385e-08,CEP
1.6684228122979388,1.6338921379864415,0.1250281911413198,0.1642492378162164,0.3719939999999999,0.5405365580561754,0.5292385,1.0,0.3774430000000031,0.0220575861286372,0.0531536666178115,0.4236733750000017,0.3062928028656067,0.0004856252081838,0.6506344871855739,0.1696730317212114,8.453000014782963e-06,CEP
3.1545741158840266,0.0568792485472367,0.0286380830828134,0.0664619034171527,0.1693035000000007,4.906066733885492e-13,0.2431520000000002,1.0,-0.2502575,0.0115810920125994,0.0254163780662943,0.3292762500000012,0.1687358315504513,0.0001336626818598,0.2524471972134285,0.0348457587859546,6.4583954107199e-13,CEP
4.558541122595246,-999.0,0.0576883978046671,0.7229546609639247,-999.0,-999.0,0.3418555000000003,1.0,-0.0668889999999997,0.0182679942384554,0.043961598262032,0.48034,0.2471483088814606,0.0003328780478921,0.3451704151778677,-0.0056685612031116,0.2655522424471999,CEP
2.0095187703489303,0.853943367800538,0.1435113966542489,0.658959215283453,0.350905,0.3185518783662405,0.549982,1.0,-0.7872769999999996,0.0267034699802978,0.0648359105075464,0.5582370000000001,0.3873654818022375,0.000711008297095,0.6045158246479748,0.0406055764452557,0.2297138561606039,CEP
3.330411824725364,0.4104735877685997,0.027542278361046,0.0454119699520605,0.1444779999999994,0.086293872538563,0.2165874999999992,1.0,-0.1078599999999987,0.0117559087489901,0.0522811913922102,0.2991080000000004,0.1600063199030496,0.0001374138126403,0.2256251507210922,0.009544261133316,3.233380631048754e-09,CEP
1.1561396967034696,0.9484312486051466,0.1354205810837142,1.2320660640554122,0.4168657499999995,0.3661009710482695,0.5661452500000017,1.0,-0.8027230000000003,0.0212831610614981,0.0545074555500307,0.6979062499999991,0.3872855003684509,0.000440573448342,0.6628942760146705,0.1277294321527094,0.4582362966363045,CEP
0.2749558604586736,0.1009112005401623,0.0580660491478327,3.530557461909965,0.2278462499999998,6.657022440571616e-10,0.3184147499999987,1.0,-0.3124549999999999,0.0150560746457055,0.0300331174929564,0.5086425000000006,0.2404315268091122,0.0002248137208671,0.3387030604911967,-0.0083238486315816,0.746655906138008,CEP
2.992597087584289,0.0807712073499089,0.0532169423616762,0.4742489211908414,0.2170459999999998,4.23006300668309e-13,0.3162120000000001,2.0,-0.007753000000001,0.0165173729359985,0.0238960918308959,0.4763254999999997,0.2337559351951925,0.0002722850991136,0.4592356377420099,0.1724925230709181,0.1323934548676039,CEP
2.448138030189909,0.5336884166748128,0.0447825550485017,0.8367319983730809,0.2015317499999991,0.1522770105454806,0.2775730000000012,1.0,-0.252995999999996,0.0128696525482547,0.0252899059820166,0.427013500000001,0.208920763723101,0.0001642900329508,0.3123133485405372,0.0240667924913147,0.3718622709560555,CEP
4.560729544227865,0.3759991022350132,0.1194703426578852,0.8296055633701169,0.3716999999999997,0.0444318387402523,0.5463629999999995,1.0,-0.4654677500000019,0.0233092889391457,0.0508613595427383,0.6508869999999991,0.365754724867577,0.0005410895007231,0.5290982611648193,0.0126502003770915,0.3313539048641311,CEP
7.471490065900749,-999.0,0.0423309149113386,1.1685623587857124,-999.0,-999.0,0.3073079999999999,1.0,0.1378470000000007,0.0161295127986226,0.0320600087126987,0.3724249999999998,0.206222682320592,0.0002596913805266,0.348736263269466,0.0987736850691902,0.4263259774433166,CEP
3.088928588064631,-999.0,0.0302384673394817,0.2997621337043749,-999.0,-999.0,0.2526537499999994,1.0,-0.192998499999998,0.0138085215920432,0.0277317994279123,0.334488125,0.1765496972775875,0.0001899871741425,0.2678484286305395,0.0565543468412521,0.0354828323735409,CEP
2.804842047647094,0.3092039282791395,0.1218443446344288,0.4268567142944628,0.4146002499999994,0.0486186155010797,0.5546539999999993,1.0,-0.6286560000000065,0.0219674439130298,0.0591831389910829,0.585132999999999,0.367141737847241,0.0004732478707084,0.5253478365021643,0.0108424216455005,0.107232284600514,CEP
20.06335835390976,3.7586506530173183,0.0156066044242037,1.3803516512649598,0.1136993749999994,0.6533945528217507,0.2199402500000014,1.0,-0.0218604999999953,0.0080490251438467,0.0248170248856079,0.2067270000000007,0.1285648624577408,6.40069599288459e-05,0.1656124713513221,-0.0402248302941754,0.4571688830410848,CEP
6.239736965204997,-999.0,0.054713544676378,1.1205638371716709,-999.0,-999.0,0.3588102499999994,1.0,-0.1547535000000017,0.0181262658599085,0.0400731989793764,0.4172759999999993,0.2389799342621347,0.0003278446970327,0.390974308945646,0.0858307210159255,0.4278025641639075,CEP
2.7777776673988104,0.3948923213561279,0.041792402912201,0.4302807171617714,0.1930687499999992,0.0794060315141647,0.2685234999999997,1.0,-0.2202434999999987,0.0138269697483596,0.0490920648302184,0.4140875000000008,0.2115705385619642,0.0001903730211974,0.3200376236548043,0.0463420902273433,0.1107350197910775,CEP
31.40495884785699,8.64966339119753,0.1178017062815954,14.436974791687126,0.5218447499999996,0.9108587101388734,0.6889647500000002,3.0,0.0986250000000019,0.025401335483172,0.0652441379004858,0.466977,0.3555561454677541,0.0006432149991903,0.4526964604700736,-0.0558239833167659,0.9375003949855388,CEP
3.799999864101415,0.3980756904781266,0.1017183762730637,0.4517403304807922,0.3119570000000013,0.0029594108546551,0.4744902499999996,1.0,-0.3060649999999967,0.0214383788056362,0.0558381660642804,0.5334617500000007,0.3074908931217398,0.0004583852822879,0.4383248619329273,0.0104191856299423,0.0656767689485162,CEP
7.612179057453131,0.0871171412792439,0.1138412361768649,1.46495936826369,0.3385910000000001,3.0469138290612445e-07,0.5222147499999998,2.0,-0.227921000000002,0.0211021415667206,0.0411156463918985,0.6215617499999979,0.3427515867221586,0.0004424749902076,0.5803527853780848,0.1071758368307726,0.5124022004968587,CEP
4.728720661054067,-999.0,0.1152905125373242,0.5923574063155476,-999.0,-999.0,0.5415133749999992,1.0,-0.3984572499999999,0.0232122733747709,0.0493018904702982,0.5899892499999986,0.3568836383654359,0.0005328485921038,0.5140549379998185,0.0051874669427717,0.2053045645775463,CEP
3.905446895789321,-999.0,0.091854426868955,0.5832033295496794,-999.0,-999.0,0.49763175,1.0,-0.2995240000000017,0.0223736941380003,0.0491734938800971,0.5458480000000012,0.3037311974238191,0.0004997010957845,0.4517137524184428,0.0231817743409279,0.1815793027775997,CEP
3.11475401009901,-999.0,0.0302901859367771,0.276246170192748,-999.0,-999.0,0.2427209999999995,1.0,-0.1970209999999994,0.0130560615692359,0.0255182502022381,0.3538105000000016,0.1772020786515501,0.0001697683302586,0.2663821835776966,0.0427569646993764,0.0278132314891027,CEP
4.986876364243276,0.4471826220839507,0.1451668951804526,0.7141990586429248,0.4056510000000006,0.0896934003740923,0.57432675,1.0,-0.3841640000000019,0.0250340615050822,0.0496844166374043,0.7798156250000012,0.3960602146692978,0.0006244928119505,0.595515545340764,0.0232075141928589,0.2680912585629754,CEP
3.755682952089524,0.4243369709591474,0.0759086808638248,0.419688256550043,0.2624034999999995,0.094212043343973,0.3976312500000007,1.0,-0.409601999999996,0.0193882123291715,0.0424084327707258,0.5113509999999994,0.2803814526341823,0.0003749429655308,0.4067403857894078,0.0215429833045367,0.098070648846592,CEP
5.853357778704267,0.6062417879852589,0.0761783639255249,0.7403586266346468,0.2819650000000004,0.2061939412536664,0.4166321249999996,1.0,-0.2053884999999979,0.0177455842344705,0.063854312773854,0.522594999999999,0.2851648565254482,0.0003071498381185,0.5010062139339421,0.1308447306851802,0.2605959038681146,CEP
14.592933017173134,0.8137259049078884,0.1019983721482871,2.6828860377893435,0.2319567500000001,0.3241115461058592,0.4692744999999991,1.0,0.5980319999999999,0.021857502831956,0.0542583325597814,0.5751359999999988,0.3222644301328604,0.0004768049642394,0.4036581501459448,-0.0098853117908651,0.6978778231241006,CEP
1.2432113877497275,6.870180805277843,0.2224606174962377,0.1531501580676879,0.3826679999999998,0.7816053265729006,0.6664750000000002,1.0,-0.311285999999999,0.0331638569257053,0.0572872233196051,0.9299459999999992,0.4719115087785032,0.0010989680281947,0.2341451545433772,-0.3189265188666706,1.953979826947803e-06,CEP
0.146212322553495,0.1737644052834987,0.0067153171731815,10.047666126909114,0.0922765000000005,2.094307315971428e-06,0.1247720000000001,1.0,-0.1922499999999978,0.0052773128949864,0.0142699749254594,0.0273395,0.0815652253290553,2.7412600034760005e-05,0.0347974312858321,-0.5,0.8916655724542758,CEP
2.041912896138112,0.2825873131427171,0.1747919044064067,0.2729198436820656,0.4609874999999999,0.0285428115690783,0.6443767500000002,1.0,-0.8237500000000004,0.0291223310176986,0.073902285112153,0.4584400000000013,0.4214350337745411,0.0008453105962818,0.5996562989613391,0.0008059112649848,0.0270933382646486,CEP
2.45859208031991,0.3062635013577339,0.0749764734763714,0.0528454903356477,0.2479124999999999,0.0413597401381294,0.3642679999999991,1.0,-0.4129259999999988,0.0186907815982017,0.0398066341370548,0.5150325000000002,0.2738638580228019,0.0003469013323677,0.4171157006349523,0.0306952490248985,4.171195081260566e-13,CEP
2.999210744176177,0.0598311812203305,0.0648469297248627,0.5357508963941585,0.2170439999999995,5.838338068894178e-13,0.3186920000000004,3.0,0.0416720000000019,0.0186185621389543,0.0246526998611529,0.5373579999999993,0.2631639457392692,0.0003458951463401,0.5180302243034429,0.1825045421543432,0.1807230695144331,CEP
5.785626952391183,-999.0,0.0641754088318104,0.9685632754879688,-999.0,-999.0,0.4153199999999994,1.0,-0.5925159999999963,0.0181253032906194,0.0571124626281271,0.2948264999999992,0.2293082943600658,0.000327920265597,0.3091356131838189,0.0259011469421567,0.3230585730776125,CEP
4.206331479072975,0.1393531123351918,0.1732415743496136,1.1393372355842553,0.4457325000000001,8.972506211210765e-06,0.5966055000000008,1.0,-0.8767829999999961,0.0252413278387523,0.0622826400603249,0.7555084999999977,0.4165579609231425,0.0006345782635675,0.5470314826371057,-0.0044552299743239,0.4221522905386505,CEP
0.4536230051741071,0.2140321108717682,0.0330935650534084,0.1969953398517255,0.1746184999999993,6.123481698049873e-06,0.2422544999999996,1.0,-0.3457690000000006,0.0126223747279216,0.0285375230079779,0.3135079999999988,0.1822681974708806,0.0001586849398166,0.1101130917974502,-0.1475285289920307,8.898325126426887e-06,CEP
1.018057067016383,5.736492473652535,0.1544937980005293,10.132882422690132,0.4716374999999999,0.949882012220268,0.6519920000000008,2.0,-1.020982999999994,0.0257999861852096,0.0688615641665752,0.7252937500000023,0.4289742389359554,0.0006589045941758,0.6413848587094257,0.0851789822546569,0.958923740209882,CEP
1.6032401910905447,0.7136251047601753,0.0191096679534358,0.2670525119225675,0.1278284999999996,0.3194847942224421,0.1864017499999999,1.0,-0.1192349999999962,0.0100415879442898,0.0179228789482574,0.2895354999999995,0.1405248040392351,9.99499751683028e-05,0.1977566630641336,-0.0063107542977031,0.0056273050607984,CEP
21.81400587876444,-999.0,0.2208044148815854,4.593557163972058,-999.0,-999.0,0.7285079999999997,2.0,-0.2927694999999986,0.0351126599431289,0.0657021356339615,0.9575517500000004,0.4927053913195299,0.0012311378009749,0.6507416625629864,-0.0378292664804089,0.82038786485352,CEP
15.372167247704414,2.65835733627244,0.0158581177678883,2.0994062261258777,0.1990150000000001,0.7306535621481476,0.2200799999999994,1.0,0.3576879999999995,0.0091448576484551,0.0312178476796816,0.236956000000001,0.1312029095055693,8.338539837511148e-05,0.1731190182287701,0.0017798525128234,0.6653141457132632,CEP
7.044864400073609,0.9437787565777422,0.0074390927121334,0.1204659024300925,0.2270070000000004,4.23006300668309e-13,0.2847259999999991,2.0,0.0190849999999969,0.0068608724973955,0.0302598433107635,0.1054270000000023,0.1258848818955607,3.888869654047866e-05,0.1253258748553562,-0.0619738278196887,4.23006300668309e-13,CEP
3.895038909839612,0.2845003863929639,0.0576011378182706,0.3158444935943358,0.2204842499999992,0.0281027973198402,0.3278210000000001,1.0,0.0759320000000016,0.016794098161033,0.0271096865561288,0.4878237500000004,0.2425229841151312,0.000281283361969,0.3394996307426601,-0.0012362287835939,0.043760979360965,CEP
14.570551507206964,2.6556432420790643,0.1361834765825073,3.836237327373075,0.3305152499999995,0.688523141240917,0.5605614999999995,2.0,0.0233084999999988,0.0251645962765031,0.0542027249894401,0.7403084999999994,0.3898150353880724,0.0006315419895503,0.4923641300401578,-0.0279308465363692,0.7878374781690307,CEP
8.040626278459953,1.2679624007744157,0.0465924989444576,1.5683462692816554,0.2023479999999997,0.4654838416541577,0.3231305000000004,1.0,0.2834624999999988,0.0154773488837656,0.0346793637980084,0.4152910000000016,0.2237821749502485,0.0002371896583595,0.377946354823707,0.1098331582142967,0.5520366306749732,CEP
9.829280767443864,2.135628434009204,0.0852634447128952,2.230751715592763,0.3126395000000004,0.645981147078836,0.4656075000000008,1.0,-0.320613999999999,0.0178985945108383,0.0389627060108039,0.4851395000000025,0.2971467426913727,0.0003168634308663,0.4469789418182642,0.0486476382063574,0.6465900205128657,CEP
2.4970429762844994,-999.0,0.0190848172508872,0.2283237456077677,-999.0,-999.0,0.198312125000001,1.0,0.2177150000000018,0.010287794561209,0.0238434778826372,0.2381709999999994,0.1365841259717905,0.000105571049184,0.1854440851982969,-0.0182736664807504,0.0123104603071378,CEP
2.3128423269648617,0.4917443178847516,0.074019021353956,0.2641569735196818,0.2840271249999997,0.1514307277569343,0.4286145000000001,1.0,-0.4916030000000013,0.0184012978062467,0.0457905438738258,0.4514247499999992,0.2762567744390178,0.000337212225762,0.4180046842663569,0.0335625881193207,5.273884023067997e-05,CEP
