oid,MHPS_ratio_r,MHPS_low_r,MHPS_high_r,MHPS_non_zero_r,MHPS_PN_flag_r,MHPS_ratio_g,MHPS_low_g,MHPS_high_g,MHPS_non_zero_g,MHPS_PN_flag_g,Multiband_period,PPE,Period_band_r,delta_period_r,Period_band_g,delta_period_g,GP_DRW_sigma_r,GP_DRW_tau_r,GP_DRW_sigma_g,GP_DRW_tau_g,Psi_CS_r,Psi_eta_r,Psi_CS_g,Psi_eta_g,Harmonics_mag_1_r,Harmonics_mag_2_r,Harmonics_mag_3_r,Harmonics_mag_4_r,Harmonics_mag_5_r,Harmonics_mag_6_r,Harmonics_mag_7_r,Harmonics_phase_2_r,Harmonics_phase_3_r,Harmonics_phase_4_r,Harmonics_phase_5_r,Harmonics_phase_6_r,Harmonics_phase_7_r,Harmonics_mse_r,Harmonics_mag_1_g,Harmonics_mag_2_g,Harmonics_mag_3_g,Harmonics_mag_4_g,Harmonics_mag_5_g,Harmonics_mag_6_g,Harmonics_mag_7_g,Harmonics_phase_2_g,Harmonics_phase_3_g,Harmonics_phase_4_g,Harmonics_phase_5_g,Harmonics_phase_6_g,Harmonics_phase_7_g,Harmonics_mse_g,iqr_r,iqr_g,Power_rate_1/4,Power_rate_1/3,Power_rate_1/2,Power_rate_2,Power_rate_3,Power_rate_4,Amplitude_r,AndersonDarling_r,Autocor_length_r,Beyond1Std_r,Con_r,Eta_e_r,Gskew_r,MaxSlope_r,Mean_r,Meanvariance_r,MedianAbsDev_r,MedianBRP_r,PairSlopeTrend_r,PercentAmplitude_r,Q31_r,Rcs_r,Skew_r,SmallKurtosis_r,Std_r,StetsonK_r,Pvar_r,ExcessVar_r,SF_ML_amplitude_r,SF_ML_gamma_r,IAR_phi_r,LinearTrend_r,Amplitude_g,AndersonDarling_g,Autocor_length_g,Beyond1Std_g,Con_g,Eta_e_g,Gskew_g,MaxSlope_g,Mean_g,Meanvariance_g,MedianAbsDev_g,MedianBRP_g,PairSlopeTrend_g,PercentAmplitude_g,Q31_g,Rcs_g,Skew_g,SmallKurtosis_g,Std_g,StetsonK_g,Pvar_g,ExcessVar_g,SF_ML_amplitude_g,SF_ML_gamma_g,IAR_phi_g,LinearTrend_g
ZTF19aadunkp,3.0273821353912354,0.1168503537774086,0.038597822189331055,22.0,0.0,0.6403260231018066,0.13350115716457367,0.20848935842514038,22.0,0.0,0.6994808473878101,0.08571443277122792,0.41111300828419906,0.2883678391036111,0.6994808473878101,0.0,0.01917296703541528,2.47468819106934,0.04272964931320781,0.5196819353030585,0.3084331909940131,0.8541671557710055,0.3699493813738554,0.4729663191262365,0.9575563802915142,0.6579040316112351,0.6034733445977266,0.44495595816214595,0.2659509661644742,0.16395100048563127,0.06155492788281964,3.3985419348710626,0.4379127310675257,3.6550398515080014,0.6165211151139431,3.9861628361814883,0.6594849478931839,0.00030504625028980413,4.634995145142913,4.27484687239651,3.5868523640477066,2.582144352204902,1.5031519873019399,0.6723565696132628,0.22147323764706567,3.212731166526529,6.272729213642236,3.040904023356958,5.989829532797636,2.7209162275990453,5.514697102577487,0.00013190556267779951,0.09840650000000117,0.3703099999999999,0.012348532,0.0058332277,0.04731696,0.019495308,0.009841764,0.012121749,0.21777999999999942,0.9999992031243212,1.0,0.39285714285714285,0.0,,-0.15378699999999768,inf,15.315081571428575,0.008651574579576063,0.05525800000000025,0.4642857142857143,0.03333333333333333,0.020082024712458308,0.09840650000000117,0.26607675793983515,-0.9269141817350554,0.07074945131303645,0.1324995704075053,0.8461606753345684,1.0,7.398654961684725e-05,0.14896053020197364,-0.03675090180460339,0.642732918778264,0.00023532786905408775,0.2786062499999993,0.9999999999950253,1.0,0.5517241379310345,0.0,0.010254231453216366,-0.3866919999999965,65.36221552641213,15.862237500000003,0.012836678532090525,0.052189999999999515,0.5517241379310345,0.2,0.029921845389015597,0.3703099999999999,0.12568529832922318,-0.7175064683596374,-1.093732367633692,0.20361844358717132,0.9615152283262506,1.0,0.00016361877534032325,0.25404474547105044,0.0008854069130992041,0.10822879126545414,-8.886694014197254e-05
ZTF18abosesw,0.6963955760002136,0.15345735847949982,0.22035947442054749,63.0,0.0,0.8229436278343201,0.371558278799057,0.4514990746974945,79.0,0.0,0.5302670593696133,0.027778115175447038,0.5302670593696133,0.0,0.5302670593696133,0.0,0.062182460940902996,0.7317036639257378,0.11640469757397566,0.6963350154987775,0.22923334579809507,0.3633105981348283,0.24642959367358358,0.19141787232554522,0.2819638286722508,0.10949485328891592,0.07477857060453526,0.05658960897423248,0.033885452937666635,0.03378015787888166,0.01902154672037713,2.3313456756114883,4.2705149761521035,0.16183855948924086,2.639187676094307,4.816944024145936,0.8752183194209535,0.005319435168236554,0.4279740079787354,0.1572344833952407,0.10705350327075841,0.04637085515908381,0.02392511272905557,0.02318573645916819,0.01501228840690288,2.57888907233204,4.5185726722775,0.535723378412384,1.030400234557259,3.36624979871306,4.6327749927075015,0.009775941004546398,0.3260997500000009,0.5115620000000014,0.021242717,0.017462248,0.019049056,0.04031055,0.044122193,0.026373388,0.44748187500000025,1.0,1.0,0.208955223880597,0.0,,-0.6782507500000001,inf,14.38769014925373,0.017181356081567154,0.07892499999999991,0.6119402985074627,-0.23333333333333334,0.062157578299101256,0.3260997500000009,0.17402224396750793,-1.3674730850940886,1.4043661361270372,0.2472000276455844,0.7744846052709173,1.0,0.00029440875415886016,0.35861847275707226,0.014604907453627683,0.2551679098979152,-6.387610832108093e-05,0.5244795,1.0,1.0,0.3614457831325301,0.0,,-0.7831519999999976,inf,14.521634216867465,0.02367086063083194,0.1565720000000006,0.40963855421686746,-0.03333333333333333,0.06952620201343312,0.5115620000000014,0.19606680279057487,-0.7450174617847198,-0.6480893149184528,0.3437395796793901,0.8448394369626353,1.0,0.0005587231429991297,0.45868426155157077,-0.00870111225516092,0.2426749077498352,-0.00012305822901630156
ZTF18abfizqq,1.42922043800354,0.43906262516975403,0.3072042763233185,33.0,0.0,0.9949749112129211,0.6486002802848816,0.6518760323524475,63.0,0.0,0.5273821842363009,0.09241092568831955,0.5273821842363009,0.0,0.5273821842363009,0.0,0.070292772704977,0.17090790160046992,0.14279962797330029,0.6278341482554867,0.23266029346690942,0.43850653797907996,0.29355111158741265,0.1517466940319193,0.2937095227789603,0.13888839020407392,0.10355876078304457,0.0785967022678211,0.03141322262596122,0.026612042911978624,0.02029277101139995,2.129777241775181,3.8850710399534463,5.952538659298016,1.174964023935253,2.8724231354734004,5.654552461214122,0.00047872687666223733,0.41580363883107285,0.21526628867999842,0.1366165854754807,0.09566568737736,0.056634876677842394,0.0258203292596865,0.021700011514901436,2.4584433677539357,4.442566346215828,0.17302346716691863,2.0708984862639293,3.761408125959015,6.016198455274948,0.002076052397238364,0.4276189999999982,0.6869199999999971,0.007777055,0.01717839,0.06409188,0.005412329,0.0075881984,0.013237482,0.4324014999999992,0.9999999999999978,1.0,0.42857142857142855,0.0,2.7295229212589787,-0.525515249999998,0.28771792540012014,16.19059481632653,0.016425232225310903,0.09771399999999986,0.46938775510204084,-0.16666666666666666,0.04376886499225359,0.4276189999999982,0.15593202033121897,-0.8726165578727926,-0.5864837065982091,0.2659342797240782,0.9399598581348946,1.0,0.00026706264310549256,0.41026441089808885,0.06351387628668764,7.107625010058527e-06,0.0002936322987499326,0.5697770000000002,1.0,1.0,0.34782608695652173,0.0,,-0.719497000000004,inf,16.548262362318845,0.02278438838595655,0.17666200000000032,0.43478260869565216,-0.1,0.05779291916562538,0.6869199999999971,0.12109100031902756,-0.5415927538798017,-1.2310439912561204,0.3770420367757794,0.9254279129765574,1.0,0.0005168089591983245,0.48596555813962744,-0.028308070871885527,0.20384297487642522,5.203777539454532e-05
ZTF18abcxrix,0.918548047542572,0.13532787561416626,0.14732803404331207,64.0,0.0,1.467739224433899,0.28968414664268494,0.1973675787448883,43.0,0.0,0.35590520098997946,0.026667814222190334,0.35590520098997946,0.0,0.5534195192513096,0.19751431826133015,0.04181857311123728,0.6229882986142409,0.08502538565125246,0.5448091660918083,0.3021886884608085,0.741949786268269,0.2077845550019855,0.7927854238116031,0.20201299295613412,0.02004133220532553,0.01956836192428064,0.020159146348288765,0.03298481112857448,0.028887861006669267,0.009242322359508113,3.670424440605054,0.27035812005632426,1.318660652224478,2.5959356605441952,4.335305701395113,1.0695291182650144,0.014223657076567746,0.32935036425900244,0.0984318474430182,0.04864264022801252,0.042610774764977724,0.05732299130756865,0.0247120367547479,0.026876494026910485,0.8401351076808303,2.515542413711031,3.054359460932414,3.6883487759963627,1.234553434722455,2.7493398033085845,0.02459910352452779,0.3463353749999989,0.5727742500000002,0.038286388,0.057658043,0.027244784,0.0801834,0.04948922,0.015114315,0.30456525000000045,0.999999999937645,1.0,0.43243243243243246,0.0,,-0.28558400000000006,,14.490894716216218,0.01393914633989463,0.1552844999999996,0.22972972972972974,-0.16666666666666666,0.033983661360248656,0.3463353749999989,0.1410139074988524,-0.3583349403632235,-1.2017511848241942,0.20199070204534372,0.9089346769226097,1.0,0.0001937075342125836,0.28919199403209,0.006002624804709611,0.2007828258075888,-0.00024267585522012449,0.46938299999999966,0.9999922600855171,1.0,0.4482758620689655,0.0,,0.04232374999999777,inf,14.544115482758624,0.0197780094324435,0.20107750000000024,0.3275862068965517,0.03333333333333333,0.03483384659149528,0.5727742500000002,0.09626676186025057,0.20141393665119833,-1.0644178771336774,0.2876536532045476,0.8658475477092533,1.0,0.00039053619996818993,0.3941714636579844,-0.0018822020816877953,0.15759878789516246,-0.00010062248327750646
ZTF18acxzvfj,,,,,,4.555643558502197,0.15003082156181335,0.032932959496974945,18.0,0.0,0.6361961805513422,0.03888754442815823,0.06851660954858244,0.5676795710027598,0.6361961805513422,0.0,0.012664074267519114,0.2734157803406126,0.024298999772007474,0.17013183633943163,0.39971271728157315,1.6579758160567601,0.3378093279761964,0.5179079429161029,4.397351889678507,3.8865578756723305,0.5451640483184341,0.4234114618453559,2.8450817003819715,0.42892389893663013,1.2049822562391972,3.2715962886981007,3.9177366302870844,4.882490686656551,3.443822224213228,6.033522743443042,3.4522400341636486,1.262177448353619e-28,1.4183203694529345,1.212946654527939,0.9189907262350052,0.6268122804288814,0.36858525205921866,0.1803191285587661,0.06416730798907648,3.4167460247266344,0.3304706912532094,3.619305347936952,0.5309592135622052,3.8153733453424237,0.4683947632303074,0.000865088402301527,0.20166724999999985,0.2994607500000015,0.018385584,0.018603146,0.02569881,0.02295559,0.004971862,0.03916769,0.14914249999999996,0.9980443491712107,1.0,0.6,0.0,4.516580168583848,-0.043431999999995696,0.06398904698066782,16.198793900000002,0.007013404531093515,0.1060175000000001,0.0,0.16666666666666666,0.010540954165849473,0.20166724999999985,0.2843325515866927,-0.06900778984824066,-1.7774960437456362,0.11360869453651,0.9742146628885966,1.0,4.835556221483123e-05,0.14403025138258196,-0.06720151443498863,7.158122606416753e-05,3.127330889137286e-05,0.21517250000000132,0.9999999931943022,1.0,0.4,0.0,,0.18282299999999907,inf,16.440892400000003,0.009500202010495055,0.12681599999999982,0.26666666666666666,0.03333333333333333,0.01903032697309395,0.2994607500000015,0.1671301149931062,0.11691190992300635,-1.7502622344281797,0.1561917990328129,0.9640292535271644,1.0,8.923344717044765e-05,0.2636019486790437,0.10525403937400564,5.648970775026183e-06,-8.830083818863287e-06
ZTF18aauylpq,1.2979998588562012,0.08628073334693909,0.06647206842899323,154.0,0.0,0.7342128753662109,0.08577176183462143,0.11682137846946716,218.0,0.0,0.6357491261735648,0.12266830925250671,0.6357491261735648,0.0,0.6357491261735648,0.0,0.023935382137918227,0.11515449699546378,0.0399761185186019,0.2468218359635516,0.28927340874210355,0.08886869286507683,0.24995427766623807,0.10108848632204832,0.15891997447498774,0.061561163688388994,0.03916625056854999,0.018123276053681716,0.008943363377702532,0.00903698251524566,0.006684136304942247,1.8236234561378915,3.5028039424797335,4.64384872148989,2.8329847555123706,2.147810436062361,2.9895226096550758,0.0006906199714734122,0.22896019194298511,0.08537933638325612,0.04637378816227875,0.018576395520452548,0.015158616208771113,0.010878042590266609,0.011419355343902223,2.430677111077667,4.1073152583154595,6.1519453246573335,6.188466418354167,2.157463427385231,3.1344266544078323,0.0016533093367458627,0.3101060000000011,0.3481319999999979,0.0041364143,0.020424236,0.085310556,0.0028316437,0.0013553204,0.012194721,0.21819725000000023,1.0,1.0,0.45222929936305734,0.0,,0.1756340000000023,,14.878371722929934,0.010556746746443928,0.1268760000000011,0.22929936305732485,-0.16666666666666666,0.023504789867293298,0.3101060000000011,0.09050047579375449,0.2499480288886678,-1.5708294117393165,0.1570672022784239,0.8017195552995463,1.0,0.00011054816241006635,0.24134367813727634,0.043244574085889304,0.00029942682493285384,-6.850456074204331e-05,0.2969797500000002,1.0,1.0,0.3532110091743119,0.0,,-0.3188354999999987,inf,15.231436470183489,0.013127079435080933,0.0946807500000002,0.43119266055045874,-0.03333333333333333,0.031774286428569394,0.3481319999999979,0.1026989143757251,-0.4560266577713631,-1.3516982490920564,0.1999442764544874,0.8944383453312684,1.0,0.00017130399798743204,0.2929633170699263,0.024292054375795565,0.0010897091448315182,9.11172091536426e-05
ZTF18abfnnjp,1.0155972242355347,0.1657702624797821,0.16322441399097443,62.0,0.0,1.5078635215759277,0.558046281337738,0.3700907230377197,101.0,0.0,0.6454681005053646,0.0773734560585918,0.6454681005053646,0.0,0.6454681005053646,0.0,0.04578533235462306,0.6084558957285647,0.09935209719787243,0.6360244876238788,0.24503153867238953,0.41548219301763023,0.23562257889889543,0.33084966221984013,0.2570890013736454,0.0838512628755713,0.06345747851921384,0.06201175451489175,0.031626551682280304,0.03690444148556091,0.03373949615018495,2.338433754818399,3.553552166823161,5.648093448149938,1.3189661795988528,2.140777867031556,4.739624411034086,0.0042449305203687915,0.3359673497188515,0.12934144501042016,0.09069631115160226,0.036943619009457924,0.01023391146227666,0.010087734371436815,0.013991501422957459,2.471071191611093,4.588234975710959,6.123321892368539,1.0627690686017033,1.674948201130114,3.927880360934658,0.016464086048078225,0.3608595000000001,0.5823292500000008,0.007355982,0.011060955,0.04533433,0.023717158,0.012118794,0.005645156,0.35484325000000005,1.0,1.0,0.38235294117647056,0.0,0.08922153703108611,-0.3623540000000034,104.10432616647465,16.445485588235297,0.012943488034916491,0.07072199999999995,0.6029411764705882,-0.1,0.042536753435657715,0.3608595000000001,0.11179750401602581,-0.9875751114206786,-0.027118830724976117,0.21286194593971516,0.9114339932249289,1.0,0.00016503511075983854,0.3035700816885647,0.01598859558395312,0.1732566314026427,3.3889390275294714e-05,0.5407044999999995,1.0,1.0,0.33962264150943394,0.0,0.014327699761890168,-0.7095177499999963,163.44153530042766,16.682454051886793,0.01932309327272032,0.13677000000000028,0.4716981132075472,0.1,0.06106840615683874,0.5823292500000008,0.11702780681953655,-0.8050899575642485,-0.5387992553828345,0.3223566156624796,0.9037498157042945,1.0,0.0003707420839071133,0.47959126146588554,0.02207682903143417,0.19964851259086563,-4.9752781182179837e-05
ZTF19aapzwut,,,,,,346.0656433105469,1.4665111303329468,0.00423766765743494,2.0,1.0,1.0552624064226959,0.02033538156357584,,,1.0552624064226959,0.0,0.1539952707765202,1.0,0.1192749991476858,2.4666924738655682,0.47095980534967685,2.1401093912518476,0.34137219295003296,1.2408517868920017,3.8822435290209376,3.903820523779764,5.107802691298553,1.2817251313681726,2.1671821950552372,1.3008498510143598,3.7953386329191177,1.3448578558146096,1.1787343213599941,0.5525291969333903,3.4246181012801653,1.8910425406190186,6.246732594926101,3.3658065289429835e-29,110.78172868932845,3094.0288703948627,3674.028233833447,1862.0521028638925,1979.0415782980542,1622.2210448095946,493.1852088458077,4.894262444769811,4.074774615212158,2.6997025854276746,0.7679697623179784,6.0922803050461525,5.28772014465536,6.655351071633436e-20,0.4575969999999998,0.09214150000000032,0.09405053,0.026450103,0.04426816,0.035963416,0.0373306,0.02585651,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48319249999999947,0.9999999851454942,1.0,0.42857142857142855,0.0,0.017720616762165905,-0.6236770000000007,0.9869092918516231,19.01091071428571,0.017998788303802322,0.04939650000000029,0.5714285714285714,-0.03333333333333333,0.04152106137691204,0.09214150000000032,0.26763802633345996,-1.2784885135188786,0.9989787962827616,0.3421733574089159,0.8952163580322586,1.0,0.0003052867831931662,0.18544582471940013,-0.20990311251635135,0.8592916870089052,-0.0005306149178448246
ZTF18aaaakzz,1.3858801126480103,0.5945395231246948,0.42899778485298157,78.0,0.0,0.8829621076583862,0.7645244598388672,0.8658632636070251,84.0,0.0,0.4722022076836614,0.07135465779216377,0.4722022076836614,0.0,0.4722022076836614,0.0,0.08965717368554744,0.7437673628316696,0.21789666131039864,0.25776406633090715,0.24076747890993233,0.15647500104813955,0.2349056924044353,0.09008549211410713,0.3573628666271246,0.16662184091082716,0.11831655854564353,0.0783330462411472,0.06437082785719685,0.04431695855336308,0.022154677162689464,2.3841793527202646,4.38486541984709,6.226246555132152,2.0051107721869332,4.1567797924182965,6.07227154012371,0.0017316817367189292,0.4952042273444564,0.23714313007941099,0.17378902496419693,0.1127508546634582,0.07468128736303663,0.04559668991600581,0.029991326848007975,2.4735164856391085,4.708964439143875,0.5221541225429887,2.529860845874474,4.569371324515992,0.27155462866115165,0.0018336046891767727,0.26496600000000115,0.7782589999999985,0.07683181,0.032809094,0.23172389,0.006309814,0.008636762,0.0046290644,0.5083885000000006,1.0,1.0,0.5647058823529412,0.0,,-0.5628230000000016,inf,16.26075240588235,0.018605149797005498,0.11986699999999928,0.4,0.1,0.05010997595760662,0.26496600000000115,0.13294462059213152,-1.2034757524021416,0.3899269179458953,0.30253373432345865,0.8682369403877782,1.0,0.0003423878692849489,0.4103763041674698,-0.022985747631226346,0.2637433877211714,-0.0001590481820707928,0.687811,1.0,1.0,0.5862068965517241,0.0,,-0.730323999999996,inf,16.31100709195403,0.0289217651332019,0.22934899999999914,0.25287356321839083,0.1,0.06503234588991973,0.7782589999999985,0.12733767935578955,-0.784176418861413,-0.9075396404314198,0.47174311619948495,0.9027443002155042,1.0,0.0008336041461605913,0.666282590603398,-0.0015485902162609498,0.02120644481671254,-0.0001990546241093344
ZTF18ablqdsg,1.1837434768676758,0.22981540858745575,0.1941429227590561,9.0,0.0,1.7345138788223267,1.1111403703689575,0.6406062245368958,66.0,0.0,0.5405866538261939,0.03044664787780016,0.15262515155881792,0.3879615022673759,0.5405866538261939,0.0,0.10495586944361746,0.10835535824001959,0.2141711780783264,0.5503829298613182,0.26824274688399136,1.225244790962456,0.2875671309642303,0.36146459903445016,30088450078.074364,22482964148.569977,16482146802.188211,9714590835.86974,3806190949.0322566,870913511.2344532,88605759.91908878,3.0249798891628594,6.112523327848869,3.141814936807166,0.3264433654695278,3.876446248931742,1.1887463271447096,1.3276973743591845e-06,0.3269556005375435,0.48254498613766794,0.38994774072274546,0.13557413519873665,0.157716765409829,0.1250051463043033,0.05041999697027434,3.727426102514339,1.5340028955864762,0.11908988711719637,5.520806971267804,3.701103026260757,1.9529777054677968,0.007599269262971042,0.19808199999999943,0.32436249999999944,0.1600638,0.09267247,0.2274719,0.020690715,0.005699109,0.033488106,0.45873899999999956,0.9999998599454211,1.0,0.1875,0.0,0.013901488397794799,0.6101130000000055,83.02010582015727,18.7833309375,0.016471587934263832,0.09082150000000055,0.5,0.03333333333333333,0.04093574146745639,0.19808199999999943,0.22332930329879022,1.3210604148829341,1.2604611763909865,0.3093912872354096,0.753714464042609,1.0,0.000259308309378436,0.66473093761421,0.28352608064880835,6.182122139372371e-05,0.0008093988255184794,0.6873287499999989,1.0,1.0,0.4857142857142857,0.0,0.03288221781741408,-1.0191060000000007,327.0790326773205,19.4118967,0.023409423803328125,0.14530350000000247,0.6142857142857143,0.03333333333333333,0.06280506459882741,0.32436249999999944,0.1933066195350147,-1.089891085271172,-0.28126481831944616,0.45442131667672664,0.9509648433793343,1.0,0.0005034340342405032,0.5792142974188085,-0.015998066791679894,0.17450507063354753,-0.0006824053444543107
